doc_id,title,target_section,found,section_title,page_start,page_end,quality_issue,notes
000977_浪潮信息_2023年报,浪潮信息,会计政策,yes,4． 借款费用资本化金额的计算方法,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,达到预定用途;heading;note"
000977_浪潮信息_2023年报,浪潮信息,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
000977_浪潮信息_2023年报,浪潮信息,开发支出,yes,3、董事、监事、高级管理人员报酬情况,,,no_positive_keyword;page_unavailable,keyword:研发项目;table
000977_浪潮信息_2023年报,浪潮信息,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;table;heading
000977_浪潮信息_2023年报,浪潮信息,无形资产附注,yes,（3） 本期计提在建工程减值准备情况,,,page_unavailable,"keyword:减值准备;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading"
000999_华润三九_2021年报,华润三九,会计政策,yes,13、在建工程,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出;table"
000999_华润三九_2021年报,华润三九,研发费用,yes,（一）研发投入持续加大，创新能力稳步提升,,,no_positive_keyword;page_unavailable,keyword:研发投入;table;heading;note
000999_华润三九_2021年报,华润三九,开发支出,yes,（二）深化质量管理体系，践行绿色发展理念,,,no_positive_keyword;page_unavailable,keyword:在研项目;table;note
000999_华润三九_2021年报,华润三九,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading;note
000999_华润三九_2021年报,华润三九,无形资产附注,yes,在建工程减值准备：,,,page_unavailable,"keyword:减值准备;positive:内部研发,减值准备,累计摊销,期末余额;table;heading;note"
000999_华润三九_2022年报,华润三九,会计政策,yes,13、在建工程,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出"
000999_华润三九_2022年报,华润三九,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
000999_华润三九_2022年报,华润三九,开发支出,yes,（二）保障质量管理体系高效运行，推进绿色低碳可持续发展,,,no_positive_keyword;page_unavailable,keyword:在研项目;table;note
000999_华润三九_2022年报,华润三九,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading;note
000999_华润三九_2022年报,华润三九,无形资产附注,yes,12、其他非流动金融资产,,,page_unavailable,"keyword:减值准备;positive:内部研发,减值准备,累计摊销,期末余额;table;note"
000999_华润三九_2023年报,华润三九,会计政策,yes,14、在建工程,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出;table;note"
000999_华润三九_2023年报,华润三九,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
000999_华润三九_2023年报,华润三九,开发支出,yes,（一）研发引领，创新驱动，赋能企业核心竞争力打造,,,no_positive_keyword;page_unavailable,keyword:在研项目;table;note
000999_华润三九_2023年报,华润三九,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;table;heading;note
000999_华润三九_2023年报,华润三九,无形资产附注,yes,17、在建工程,,,page_unavailable,"keyword:减值准备;positive:内部研发,减值准备,累计摊销,期末余额;table;note"
002008_大族激光_2021年报,大族激光,会计政策,yes,20、借款费用,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出;table;heading"
002008_大族激光_2021年报,大族激光,研发费用,yes,（6）加大光伏行业研发投入，布局HJT、TOPCON高效电池设备产品,,,no_positive_keyword;page_unavailable,keyword:研发投入;table;heading
002008_大族激光_2021年报,大族激光,开发支出,yes,（5）半导体及泛半导体行业晶圆加工设备业务快速放量，显示面板行业专用设备保持稳步增长,,,no_positive_keyword;page_unavailable,keyword:研发项目;table
002008_大族激光_2021年报,大族激光,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002008_大族激光_2021年报,大族激光,无形资产附注,yes,17、无形资产,,,page_unavailable,"keyword:无形资产;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading"
002008_大族激光_2022年报,大族激光,会计政策,yes,20、借款费用,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件;table;heading"
002008_大族激光_2022年报,大族激光,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002008_大族激光_2022年报,大族激光,开发支出,yes,6、核心技术人员流失的风险,,,no_positive_keyword;page_unavailable,keyword:研发项目;table
002008_大族激光_2022年报,大族激光,管理层讨论,yes,第三节管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002008_大族激光_2022年报,大族激光,无形资产附注,yes,19、无形资产,,,page_unavailable,"keyword:无形资产;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading"
002008_大族激光_2023年报,大族激光,会计政策,yes,20、借款费用,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件;table;heading"
002008_大族激光_2023年报,大族激光,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002008_大族激光_2023年报,大族激光,开发支出,yes,6、同一控制下和非同一控制下企业合并的会计处理方法,,,low_score(26);negative_keyword_hit;page_unavailable,keyword:开发支出;positive:期末余额;negative:资产负债表;table;note;balance_sheet_penalty
002008_大族激光_2023年报,大族激光,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002008_大族激光_2023年报,大族激光,无形资产附注,yes,（3）本期计提在建工程减值准备情况,,,page_unavailable,"keyword:减值准备;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading"
002049_紫光国微_2021年报,紫光国微,会计政策,yes,2、借款费用资本化期间,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,达到预定用途;heading"
002049_紫光国微_2021年报,紫光国微,研发费用,yes,3、半导体功率器件业务,,,page_unavailable,keyword:研发投入;positive:研发投入金额;table
002049_紫光国微_2021年报,紫光国微,开发支出,yes,（十五）开发支出,,,negative_keyword_hit;page_unavailable,"keyword:开发支出;positive:本期增加,本期减少,期初余额,期末余额,内部开发支出;negative:流动资产,非流动资产;table;heading;note"
002049_紫光国微_2021年报,紫光国微,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002049_紫光国微_2021年报,紫光国微,无形资产附注,yes,（十四）无形资产,,,page_unavailable,"keyword:无形资产;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading;note"
002049_紫光国微_2022年报,紫光国微,会计政策,yes,15、投资性房地产,,,page_unavailable,"keyword:无形资产;positive:研究阶段,开发阶段,内部研究开发,资本化条件,达到预定用途;table"
002049_紫光国微_2022年报,紫光国微,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002049_紫光国微_2022年报,紫光国微,开发支出,yes,2、产品突破、技术突破,,,no_positive_keyword;page_unavailable,keyword:研发项目;table
002049_紫光国微_2022年报,紫光国微,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002049_紫光国微_2022年报,紫光国微,无形资产附注,yes,（2） 本年合同资产计提减值准备情况,,,page_unavailable,"keyword:减值准备;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading;note"
002049_紫光国微_2023年报,紫光国微,会计政策,yes,18、在建工程,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,达到预定用途;table"
002049_紫光国微_2023年报,紫光国微,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002049_紫光国微_2023年报,紫光国微,开发支出,yes,36.1 专项应付款,,,no_positive_keyword;page_unavailable,keyword:研发项目;table;note
002049_紫光国微_2023年报,紫光国微,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002049_紫光国微_2023年报,紫光国微,无形资产附注,yes,17. 无形资产,,,page_unavailable,"keyword:无形资产;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading;note"
002223_鱼跃医疗_2021年报,鱼跃医疗,会计政策,yes,26、借款费用,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出"
002223_鱼跃医疗_2021年报,鱼跃医疗,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002223_鱼跃医疗_2021年报,鱼跃医疗,开发支出,yes,（2）内部研究开发支出会计政策,,,low_score(29);negative_keyword_hit;page_unavailable,"keyword:开发支出;positive:确认为无形资产,转入当期损益;negative:资产负债表;heading;balance_sheet_penalty"
002223_鱼跃医疗_2021年报,鱼跃医疗,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002223_鱼跃医疗_2021年报,鱼跃医疗,无形资产附注,yes,26、无形资产,,,page_unavailable,"keyword:无形资产;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading;note"
002223_鱼跃医疗_2022年报,鱼跃医疗,会计政策,yes,24、固定资产,,,page_unavailable,"keyword:无形资产;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出;table"
002223_鱼跃医疗_2022年报,鱼跃医疗,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002223_鱼跃医疗_2022年报,鱼跃医疗,开发支出,yes,（2） 内部研究开发支出会计政策,,,low_score(29);negative_keyword_hit;page_unavailable,"keyword:开发支出;positive:确认为无形资产,转入当期损益;negative:资产负债表;heading;balance_sheet_penalty"
002223_鱼跃医疗_2022年报,鱼跃医疗,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
002223_鱼跃医疗_2022年报,鱼跃医疗,无形资产附注,yes,（3） 本期计提在建工程减值准备情况,,,page_unavailable,"keyword:减值准备;positive:内部研发,本期增加,本期减少,减值准备,累计摊销;table;heading"
002223_鱼跃医疗_2023年报,鱼跃医疗,会计政策,yes,25、在建工程,,,page_unavailable,"keyword:资本化;positive:研究阶段,开发阶段,内部研究开发,资本化条件,开发支出"
002223_鱼跃医疗_2023年报,鱼跃医疗,研发费用,yes,4、研发投入,,,page_unavailable,"keyword:研发投入;positive:研发投入金额,资本化的金额,研发投入资本化的金额,资本化研发投入占研发投入的比例,研发投入占营业收入比例;table;heading"
002223_鱼跃医疗_2023年报,鱼跃医疗,开发支出,yes,3、合并利润表,,,negative_keyword_hit;page_unavailable,"keyword:开发支出;positive:本期减少,期初余额,期末余额;negative:流动资产,非流动资产,资产总计;table;note"
002223_鱼跃医疗_2023年报,鱼跃医疗,管理层讨论,yes,第三节 管理层讨论与分析,,,no_positive_keyword;page_unavailable,keyword:管理层讨论与分析;heading
